연번,업소명,업소도로명주소,지정일자
690,GS25 제일학원점,대전광역시 서구 도산로 69 (도마동),2011-11-21
691,초록마트,대전광역시 서구 복수동로 21-20  (복수동.초록마을2단지 제상가동101호),2011-11-07
692,장보고할인마트,대전광역시 서구 배재로227번길 58  (변동),2011-10-26
693,노블초이스 도마점,대전광역시 서구 계백로 1384 (도마동),2011-10-24
694,씨유 관저신선점,대전광역시 서구 관저로 83 (관저동.신선마을아파트상가 250동106호),2011-10-13
695,전자담배 제씨코리아 대전서구점,대전광역시 서구 도산로 61  (도마동.1층),2011-10-07
696,씨유 가장래미안점,대전광역시 서구 도솔로328번길 101 (가장동.1층),2011-10-06
697,세븐일레븐 만년제일점,대전광역시 서구 둔산대로117번길 29  (만년동),2011-08-04
698,(주)이마트 트레이더스 월평점,대전광역시 서구 한밭대로 580 (월평동),2011-08-03
699,미니스톱 대전기성점,대전광역시 서구 벌곡로 657 (흑석동),2011-08-01
700,GS25괴정한신점,대전광역시 서구 도솔로357번길 58  (괴정동.1층),2011-08-01
701,서울슈퍼,대전광역시 서구 도솔로175번길 30. 101동 101호 (도마동.진보빌라),2011-07-28
702,씨유 갈마빌리지점,대전광역시 서구 신갈마로211번길 58 (갈마동.1층),2011-07-28
703,엑스포매점,대전광역시 서구 둔산대로117번길 44  (만년동.한진엑스포 오피스텔 1-102),2011-07-21
704,능동할인마트,대전광역시 서구 남선로59번길 29. 1층 (탄방동),2011-07-20
705,백운할인마트,대전광역시 서구 도솔로349번길 39  (괴정동.1층),2011-07-12
706,(주)코리아세븐대전둔산스카이점,대전광역시 서구 둔산로 130 (둔산동.대덕프라자 106호),2011-07-08
707,무한통신,대전광역시 서구 신갈마로 51  (내동.더리치빌상가104동B202호),2011-06-30
708,굿마트,대전광역시 서구 중반5길 39  (변동),2011-06-29
709,미니스톱둔산타운점,대전광역시 서구 둔산남로105번길 11  (둔산동.1층),2011-06-29
710,씨유 내동빌리지점,대전광역시 서구 동서대로998번길 18 (내동),2011-06-28
711,전자담배프라자,대전광역시 서구 동서대로 991  (내동.1층),2011-06-24
712,썬 코리아,대전광역시 서구 계룡로354번길 111  (갈마동.1층),2011-06-14
713,GS25관저중앙점,대전광역시 서구 구봉로147번길 76-3  (관저동),2011-06-13
714,신성대형마트,대전광역시 서구 동서대로1014번길 26  (내동.신성아파트상가 1층),2011-05-26
715,스카이,대전광역시 서구 용바위길 154-11 (장안동),2011-05-25
716,(주)이마트 둔산점,대전광역시 서구 둔산북로 41 (둔산동),2011-05-23
717,미니스톱 탄방타운점,대전광역시 서구 계룡로585번길 29 (탄방동),2011-05-20
718,서울유통,대전광역시 서구 큰마을4길 26  (탄방동),2011-05-17
719,GS25 도마양지점,대전광역시 서구 배재로91번길 72  (도마동),2011-05-16
720,ferozen 대전서구점,대전광역시 서구 청사로 228  (둔산동.청사오피스텔 B1),2011-05-06
721,정수원 명암매점,대전광역시 서구 계백로1249번길 174-82 (정림동),2011-05-04
722,중앙할인마트,대전광역시 서구 가장로 44  (괴정동),2011-05-04
723,뉴드림마트,대전광역시 서구 가장로 96  (가장동),2011-05-04
724,씨유만년미니점,대전광역시 서구 둔산대로117번길 95. F동 101호 (만년동.리더스타운),2011-04-26
725,태양마트,대전광역시 서구 갈마역로11번길 30.  102호 (갈마동),2011-04-21
726,세븐일레븐 대전탄방카페점,대전광역시 서구 계룡로509번길 17. 1층 (탄방동),2011-03-30
727,온누리마트,대전광역시 서구 동서대로 1147  (가장동),2011-03-25
728,남선유통,대전광역시 서구 남선로59번길 16 (탄방동),2011-03-23
729,제천슈퍼,대전광역시 서구 도마로25번길 56  (도마동.1층),2011-03-14
730,MS 통신,대전광역시 서구 계룡로500번길 69  (탄방동.1층),2011-03-07
731,듀바코(전자),대전광역시 서구 도산로 391 (탄방동),2011-03-04
732,목원마트,대전광역시 서구 도안북로 88  (도안동.목원대학교 인문대학내1층),2011-03-04
733,드림마트,대전광역시 서구 대덕대로151번길 25  (갈마동.1층),2011-03-04
734,전자담배저스트포그서구점,대전광역시 서구 갈마로 77  (갈마동.1층),2011-02-23
735,송판사꽃집,대전광역시 서구 가장로 120  (가장동.1층),2011-02-23
736,구봉소비자점,대전광역시 서구 관저로 80  (관저동.구봉마을8-1 상가지하1호),2011-02-21
737,후모전자담배,대전광역시 서구 신갈마로 208.  102호 (갈마동),2011-02-11
738,GS25둔산미라클점,대전광역시 서구 둔산로 52  (둔산동.미라클 빌딩 103),2011-02-11
739,(주)씨케이유통,대전광역시 서구 계룡로 598  (괴정동.롯데대전점 지하3층),2011-01-31
740,세븐일레븐대전도마삼정점,대전광역시 서구 도산로167번길 76 (도마동),2011-01-28
741,씨유 관저중앙점,대전광역시 서구 구봉로147번길 101 (관저동),2011-01-28
742,한신메디칼,대전광역시 서구 괴정로76번길 23 (괴정동),2011-01-27
743,하나로마트,대전광역시 서구 청사로 5  (월평동.하나로상가 108호),2011-01-25
744,배재할인마트,대전광역시 서구 사마7길 9  (도마동.1층),2011-01-19
745,수협바다회상 둔산점,대전광역시 서구 청사로 220 (둔산동),2011-01-19
746,GS25 복수목화,대전광역시 서구 복수북로 42 (복수동.106. 107호),2010-12-30
747,이마트24 대전타운누리점,대전광역시 서구 도산로393번길 26 (탄방동),2010-12-21
748,우리할인마트,대전광역시 서구 신갈마로 242  (갈마동),2010-12-21
749,뉴한양마트갈마점,대전광역시 서구 신갈마로 183  (갈마동),2010-12-20
750,한민시장할인마트,대전광역시 서구 괴정로134번길 24  (괴정동),2010-12-13
751,해든마켓,대전광역시 서구 도마2동 147번지 59호,2010-12-07
752,은혜슈퍼,대전광역시 서구 제비네6길 56 (도마동),2010-11-29
753,그리운고향장터,대전광역시 서구 장안로 236  (산직동),2010-11-25
754,K마트,대전광역시 서구 문정로2번길 33  (탄방동.리베라스위트빌 107-109호),2010-11-25
755,대박마트,대전광역시 서구 배재로 188  (도마동.매봉빌딩 1층),2010-11-23
756,(주) 코리아세븐 대전탄방산호점,대전광역시 서구 계룡로571번길 65 (탄방동.산호@상가 106-107호),2010-11-16
757,우리마트,대전광역시 서구 문정로150번길 25  (탄방동.제1층),2010-11-04
758,GS25뉴둔산타운점,대전광역시 서구 갈마역로 14  (둔산동.하이스트빌 104호),2010-11-04
759,세븐일레븐 둔산행복점,대전광역시 서구 둔산남로191번길 13 (둔산동),2010-11-01
760,롯데쇼핑(주) 롯데슈퍼 대전둔산점,대전광역시 서구 청사로 281 (둔산동.샘머리아파트 상가동 지하1층),2010-10-12
761,(주)지에스리테일 GS수퍼 대전도마점,대전광역시 서구 배재로 206 (도마동.외3필지),2010-09-01
762,원다낚시,대전광역시 서구 신갈마로 236  (갈마동),2010-08-27
763,전자담배코리아 대전서구대리점,대전광역시 서구 대덕대로 10  (내동.1층),2010-08-25
764,GS정림혜천점,대전광역시 서구 구봉로 459  (정림동),2010-08-18
765,기성올마트,대전광역시 서구 흑석2길 34. 2층 (흑석동),2010-08-13
766,미니스톱대전둔산점,대전광역시 서구 둔산로123번길 14  (둔산동),2010-08-09
767,육미대가,대전광역시 서구 대덕대로 370  (만년동),2010-07-26
768,더데이언더웨어 둔산점,대전광역시 서구 문정로 82 (탄방동.1층),2010-07-23
769,조아전기조명,대전광역시 서구 도산로 115  (도마동),2010-07-22
770,리커마켓(세계주류백화점),대전광역시 서구 둔산남로 193  (둔산동),2010-07-22
771,GS25복수중앙점,대전광역시 서구 복수남로 41  (복수동),2010-07-16
772,솔샘슈퍼,대전광역시 서구 둔산로51번길 66  (둔산동.1층 111호),2010-07-16
773,KT매점,대전광역시 서구 갈마로 160  (괴정동),2010-07-16
774,홈마트,대전광역시 서구 정림로70번길 17 (정림동.1층),2010-07-13
775,국화마트,대전광역시 서구 둔산로 201  (둔산동.국화라이프상가 105호),2010-07-13
776,씨유용문프라임점,대전광역시 서구 용문로 87-1 (용문동),2010-06-25
777,오동상회,대전광역시 서구 벌곡로 304  (오동),2010-06-18
778,승차권매표소,대전광역시 서구 문정로 181  (둔산동.번지앞도로),2010-06-11
779,옥천당,대전광역시 서구 둔산로137번길 44  (둔산동),2010-06-04
780,태양슈퍼,대전광역시 서구 도림1길 33  (도마동),2010-06-01
781,부성철물,대전광역시 서구 계백로1286번길 7  (정림동),2010-06-01
782,(주)코리아세븐 대전둔산향촌점,대전광역시 서구 둔산로 14  (둔산동.105. 109호),2010-05-11
783,GS25 갈마공원,대전광역시 서구 신갈마로240번길 26  (갈마동),2010-05-03
784,둔산슈퍼,대전광역시 서구 갈마중로 25 (갈마동),2010-05-03
785,샘머리공인중개사,대전광역시 서구 청사로 281  (둔산동.샘머리코아 101호),2010-04-23
786,대전지방경찰청 복지회,대전광역시 서구 둔산중로 77 (둔산동),2010-04-19
787,월평매점,대전광역시 서구 신갈마로 55-5  (내동.사이클경기장내),2010-04-12
788,그랜드마트,대전광역시 서구 만년로 45.  1호 (만년동.초원아파트제상가동제지하층),2010-04-09
789,썬플러스 대전정림점,대전광역시 서구 계백로 1332  (정림동),2010-03-30
790,디에스푸드서비스,대전광역시 서구 둔산대로117번길 128  (만년동.한국방송공사대전방송총국 9층 휴게실),2010-02-12
791,삼천리슈퍼,대전광역시 서구 동서대로1080번길 47  (변동),2010-02-09
792,삼원슈퍼,대전광역시 서구 계백로 1310-35  (정림동.제1층),2010-01-13
793,경남전기.철물,대전광역시 서구 조달청길 11  (도마동),2010-01-05
794,제우스물산,대전광역시 서구 원도안로 30. 102호 (가수원동),2009-12-17
795,통계청 구내매점,대전광역시 서구 한밭대로 713  (월평동.제2층),2009-12-15
796,썬마트,대전광역시 서구 복수동로 60  (복수동.1층),2009-11-24
797,제이마트,대전광역시 서구 남선로 39  (탄방동),2009-11-18
798,원마트,대전광역시 서구 괴정로165번길 22  (용문동.샬롬시티빌 1층),2009-11-17
799,씨유둔산KT점,대전광역시 서구 둔산서로 65 (둔산동.KT그랜드뷰상가 101),2009-11-10
800,GS25월평마사회점,대전광역시 서구 월평중로 24 (월평동),2009-10-22
801,굿모닝마트,대전광역시 서구 문정로170번길 141  (둔산동),2009-10-23
802,도마보부상마트,대전광역시 서구 도마2길 47  (도마동),2009-10-14
803,드림도매마트,대전광역시 서구 도산로 16  (도마동),2009-10-14
804,GS대전본점,대전광역시 서구 청사서로 46  (월평동),2009-10-12
805,한화호텔앤드리조트(주),대전광역시 서구 대덕대로 211 (둔산동.지하2층),2009-09-24
806,스피드,대전광역시 서구 도산로 365  (용문동),2009-09-01
807,도마할인마트,대전광역시 서구 도마5길 67  (도마동),2009-08-27
808,씨유 갈마원룸점,대전광역시 서구 대덕대로 111 (갈마동),2009-08-12
809,필마트,대전광역시 서구 둔산남로 30  (둔산동.녹원아파트상가동지하 12호),2009-07-30
810,대전광역시청새마을금고,대전광역시 서구 둔산로 100  (둔산동),2009-07-29
811,삼천슈퍼,대전광역시 서구 문정로170번길 149  (둔산동),2009-07-15
812,태흥선재철물,대전광역시 서구 도산로 209  (변동),2009-07-10
813,형제유통,대전광역시 서구 월평북로 11  (월평동.주공3단지 상가 104호),2009-06-24
814,크로바마트,대전광역시 서구 갈마로 199  (괴정동),2009-06-16
815,백암유통,대전광역시 서구 도림6길 70 (도마동),2009-06-15
816,홈플러스익스프레스 대전관저점,대전광역시 서구 관저북로 71 (관저동),2009-06-09
817,쎄리스크린골프연습장,대전광역시 서구 계백로 1260  (정림동.3층),2009-05-27
818,미니스톱  건양대병원점,대전광역시 서구 관저1동 2042번지 3호,2009-05-21
819,쿨 편의점,대전광역시 서구 탄방로 86 (탄방동. 럭셔리빌 1층),2009-05-08
820,GS25대전빌리지점,대전광역시 서구 대덕대로151번길 42  (갈마동),2009-05-08
821,조합직판장,대전광역시 서구 문정로9번길 41  (둔산동),2009-04-22
822,GS25대전그린점,대전광역시 서구 대덕대로135번길 31  (갈마동),2009-04-21
823,웨이스탑 청사점,대전광역시 서구 청사로 148  (둔산동.매그놀리아 104호),2009-04-17
824,Cheong,대전광역시 서구 둔산중로 74  (둔산동.인곡타워 105호),2009-04-17
825,동양마트,대전광역시 서구 월평서로6번길 48  (월평동),2009-04-08
826,솔로몬주택공인중개사사무서,대전광역시 서구 탄방로 68  (탄방동),2009-04-03
827,(주)모나미스테이션둔산점,대전광역시 서구 둔산로 129  (둔산동),2009-04-02
828,GS25대전계룡로점,대전광역시 서구 계룡로 618  (괴정동),2009-04-02
829,코인하우스,대전광역시 서구 벌곡로 1349  (가수원동),2009-03-30
830,SKY25,대전광역시 서구 둔산중로 40  (둔산동.더리치빌 117호),2009-03-19
831,새천년마트,대전광역시 서구 신갈마로211번길 75  (갈마동),2009-03-04
832,(주)세이브존아이앤씨대전점,대전광역시 서구 둔산로 201 (둔산동.세이브존),2009-03-02
833,굿모닝마트,대전광역시 서구 배재로 90  (도마동.1층),2009-02-26
834,명성종합철물,대전광역시 서구 가수원로 106  (가수원동.상가7동 103호),2009-02-20
835,홈플러스(주)익스프레스괴정점,대전광역시 서구 갈마로 257 (괴정동),2009-02-18
836,대운슈퍼,대전광역시 서구 괴정로189번길 29.  102호 (용문동.대운빌라),2009-02-10
837,디큐24갤러리타워,대전광역시 서구 둔지로 36  (둔산동),2009-02-04
838,홈플러스(주) 익스프레스 대전용문점,대전광역시 서구 계룡로 648 (용문동),2009-02-02
839,미니슈퍼,대전광역시 서구 계백로 1296  (정림동),2009-01-19
840,행복슈퍼,대전광역시 서구 갈마로219번길 16 (괴정동),2009-01-16
841,씨에스유통(주) 롯데슈퍼정림점,대전광역시 서구 계백로1286번길 49 (정림동),2009-01-06
842,금강상사,대전광역시 서구 도솔로 126  (도마동),2008-12-24
843,홈플러스(주)익스프레스 월평점,대전광역시 서구 월평북로 90 (월평동),2008-12-24
844,탑&마트,대전광역시 서구 도솔로279번길 62  (내동),2008-12-22
845,한밭슈퍼,대전광역시 서구 변동로 66  (변동),2008-11-18
846,홈플러스스토어즈 주식회사,대전광역시 서구 둔산중로 1 (탄방동),2008-11-06
847,M마트,대전광역시 서구 괴정로 95. 1층 (괴정동),2008-10-31
848,엄지슈퍼,대전광역시 서구 괴정로166번길 37  (가장동),2008-10-22
849,정관장홍삼콜센타,대전광역시 서구 문예로 137 (둔산동.1층),2008-10-17
850,태양종합공구,대전광역시 서구 계백로 1310  (정림동),2008-10-08
851,훼미리마트대전타임월드점,대전광역시 서구 둔산로 32-11  (둔산동.1층),2008-09-29
852,가톨릭편의점,대전광역시 서구 도산로 351  (용문동),2008-09-19
853,프리잉크,대전광역시 서구 도산로 120  (도마동),2008-09-19
854,나무그래픽,대전광역시 서구 계룡로 353  (갈마동..261-17),2008-09-04
855,미니스톱 월평이마트점,대전광역시 서구 한밭대로570번길 38  (월평동.1층),2008-09-03
856,GS25둔산아이텔,대전광역시 서구 둔산로137번길 13  (둔산동),2008-08-29
857,해든마켓8호점,대전광역시 서구 대덕대로161번길 38  (갈마동),2008-08-07
858,리체스마트,대전광역시 서구 둔산대로117번길 76  (만년동),2008-07-10
859,레이디버그,대전광역시 서구 계룡로 408  (갈마동),2008-06-24
860,보물찾기,대전광역시 서구 도산로 197  (변동.1층),2008-06-11
861,하이마트슈퍼,대전광역시 서구 신갈마로181번길 70  (갈마동),2008-06-03
862,플러스복권,대전광역시 서구 계백로 1478  (도마동),2008-05-21
863,풋살마트,대전광역시 서구 월평동 111번지 16호,2008-05-13
864,갤러리사우나,대전광역시 서구 둔산로 18  (둔산동.향촌월드프라자8.9.10층),2008-05-01
865,우리슈퍼,대전광역시 서구 변동로 107  (변동),2008-04-16
866,씨유 배재원룸점,대전광역시 서구 도마로 10 (도마동),2008-04-14
867,짱구슈퍼,대전광역시 서구 제비네1길 30  (도마동),2008-03-28
868,동일전기조명,대전광역시 서구 도산로 172-1  (변동),2008-03-25
869,굿모닝마트,대전광역시 서구 신갈마로181번길 33  (갈마동.1층),2008-03-10
870,동명정육점,대전광역시 서구 괴정로166번길 30  (가장동),2008-02-29
871,금성백조슈퍼,대전광역시 서구 구봉로 419  (정림동.강변들금성백조@ 상가동 1층 101.102호),2008-01-24
872,할인마트,대전광역시 서구 변정1길 37  (변동),2008-01-10
873,삼원마트,대전광역시 서구 배재로54번길 17  (도마동),2008-01-09
874,대한툴마트,대전광역시 서구 도산로 128  (도마동.청옥빌딩 1층),2008-01-04
875,신진도매마트,대전광역시 서구 도솔로305번길 23  (괴정동),2007-12-31
876,대한마트,대전광역시 서구 벌곡로 1321-10 (가수원동.1층),2007-12-31
877,일공공일안경 둔산점,대전광역시 서구 둔산로 216  (둔산동),2007-12-24
878,코오롱도매마트,대전광역시 서구 동서대로 967 (내동.코오롱상가 지하1.2.3호),2007-11-28
879,상록수슈퍼,대전광역시 서구 만년남로 8  (만년동.상록수상가  지하층 001호),2007-10-31
880,백두공인중개사사무소,대전광역시 서구 동서대로 1078 (변동),2007-10-26
881,한가람마트,대전광역시 서구 문예로 16  (탄방동.한가람상가 106호),2007-10-12
882,둔원마트,대전광역시 서구 괴정로11번길 49  (갈마동),2007-10-02
883,주식회사 한민마트,대전광역시 서구 갈마로 259 (괴정동),2007-09-12
884,샘머리마트,대전광역시 서구 문예로 174  (둔산동.샘머리@ 분산상가 101호),2007-08-29
885,대박복권방,대전광역시 서구 갈마로 56 (갈마동),2007-06-22
886,GS25 대전맑은아침,대전광역시 서구 갈마로 262 (내동. 맑은아침아파트),2007-06-22
887,해피천,대전광역시 서구 구봉로147번길 68-23 (관저동.1층),2007-06-07
888,씨유 갈마점,대전광역시 서구 신갈마로167번길 2 (갈마동),2007-06-01
889,은혜도매마트,대전광역시 서구 괴정로181번길 28  (용문동),2007-05-29
890,아이스크림하우스,대전광역시 서구 중반3길 60 (변동),2007-05-18
891,GS25 월평새미래점,대전광역시 서구 월평로 33 (월평동),2007-05-03
892,표준슈퍼,대전광역시 서구 괴정로8번길 44 (괴정동),2007-04-05
893,훼미리마트월평해피점,대전광역시 서구 월평로 64  (월평동),2007-03-30
894,인재원구내매점,대전광역시 서구 갈마로 160 (괴정동. KT인재개발원),2007-03-08
895,중앙할인마트,대전광역시 서구 도솔로437번길 29  (탄방동),2007-02-27
896,공주슈퍼,대전광역시 서구 들말6길 51 (가장동),2007-02-23
897,에델바이스,대전광역시 서구 관저로121번길 8  (관저동),2007-01-12
898,대자연할인마트,대전광역시 서구 관저북로 52  (관저동.대자연@ 상가 지하101호),2007-01-08
899,코리아세븐경남점,대전광역시 서구 배재로 162-1  (도마동),2006-12-29
900,오피스넥스대전물류,대전광역시 서구 대덕대로220번길 38  (둔산동),2006-05-18
901,도배왕,대전광역시 서구 계룡로 367 (갈마동),2006-12-28
902,ok할인마트갈마점,대전광역시 서구 갈마로 13-32 (갈마동),2006-12-19
903,아트데코,대전광역시 서구 만년남로3번길 1  (만년동),2006-12-15
904,문구센타위드대전점,대전광역시 서구 둔산로 77  (둔산동.지하),2006-12-12
905,직거래마트,대전광역시 서구 용화2길 39 (도마동),2006-11-22
906,중앙슈퍼,대전광역시 서구 계백로 1468  (도마동),2006-11-02
907,둥지마트,대전광역시 서구 도솔로499번길 23  (용문동),2006-10-17
908,하나로,대전광역시 서구 월평새뜸로4번길 77  (월평동.1층),2006-10-17
909,쿨마트,대전광역시 서구 갈마역로11번길 14  (갈마동),2006-09-27
910,자매하이마켓,대전광역시 서구 변정3길 11  (변동),2006-09-14
911,중앙슈퍼,대전광역시 서구 용화7길 31  (도마동),2006-09-07
912,위즈마트,대전광역시 서구 계룡로583번길 55. B동 102.104호 (탄방동.위즈상가),2006-09-05
913,가나슈퍼,대전광역시 서구 갈마중로38번길 22 (갈마동),2006-07-24
914,땡이와뚱이네,대전광역시 서구 둔산로74번길 12 (둔산동),2006-07-06
915,충일건재상사,대전광역시 서구 변동 30-3호,2006-06-29
916,흥부슈퍼마켓,대전광역시 서구 중반2길 55 (변동),2006-05-22
917,GS25 갈마둔원,대전광역시 서구 괴정로11번길 33 (갈마동),2006-05-15
918,훼미리마트대전가수원점,대전광역시 서구 벌곡로 1353 (가수원동),2006-05-11
919,우리상회,대전광역시 서구 남선로23번길 12  (탄방동),2006-05-03
920,혜진마트,대전광역시 서구 사마7길 42 (도마동),2006-05-03
921,K2편의점,대전광역시 서구 도솔로 388 (괴정동),2006-04-05
922,영광마트,대전광역시 서구 갈마로 298 (가장동),2006-03-28
923,한마루유통,대전광역시 서구 둔산북로 160  (둔산동.럭키한마루상가 지하),2006-03-28
924,대명슈퍼,대전광역시 서구 문정로122번길 22  (탄방동),2006-03-27
925,허*순,대전광역시 서구 괴정로 163 (용문동),2006-03-27
926,리필닷컴,대전광역시 서구 갈마중로 4 (갈마동),2006-03-16
927,DQ24,대전광역시 서구 대덕대로185번길 58  (둔산동),2006-03-07
928,대흥슈퍼,대전광역시 서구 벌곡로1384번길 97 (가수원동),2006-02-27
929,서울유통,대전광역시 서구 도솔로499번길 52 (용문동),2006-02-27
930,구내식당,대전광역시 서구 월드컵대로484번길 77. 가동 02호 (월평동),2006-02-14
931,씨스페이스대전둔산점,대전광역시 서구 대덕대로 182  (둔산동),2006-01-16
932,중앙수선,대전광역시 서구 계룡로615번길 36 (탄방동),2006-01-13
933,갈마할인마트,대전광역시 서구 대덕대로155번길 3  (갈마동),2006-01-03
934,새마을구판장,대전광역시 서구 장안동 339호,2005-12-08
935,신라슈퍼,대전광역시 서구 제비네1길 91 (도마동),2005-11-24
936,근암쌀집,대전광역시 서구 변동중로 28 (도마동),2005-11-23
937,코리아세븐관저중앙점,대전광역시 서구 관저중로96번길 80  (관저동),2005-10-27
938,수인슈퍼,대전광역시 서구 갈마로 311 (가장동),2005-10-12
939,GS내동한빛주유소,대전광역시 서구 대덕대로 24 (내동),2005-10-12
